timestep,buyer,seller,price,quantity
434,BotC,MomBot2,2406.800000,1
435,MomBot1,MomBot1,2400.470000,1
435,MomBot2,MomBot2,2400.470000,1
436,MomBot1,MomBot1,2400.040000,1
436,BotB,MomBot2,2400.040000,1
436,MomBot1,BotA,2404.040000,1
436,RSIBot1,BotB,2404.040000,1
437,BotC,MomBot1,2404.590000,1
437,RSIBot1,MomBot2,2404.590000,1
438,MomBot1,MomBot2,2403.450000,1
439,RSIBot1,MomBot2,2399.530000,1
439,BotC,BotA,2403.530000,1
440,BotC,MomBot1,2395.120000,1
440,BotB,MomBot2,2395.120000,1
440,MomBot1,BotB,2399.120000,1
441,BotA,MomBot1,2399.420000,1
441,BotC,MomBot2,2399.420000,1
442,BotC,MomBot1,2396.930000,1
442,BotA,MomBot2,2396.930000,1
442,BotB,BotB,2400.930000,1
442,BotC,BotC,2400.930000,1
443,BotC,MomBot2,2399.980000,1
444,MomBot1,MomBot2,2400.990000,1
444,RSIBot1,BotA,2404.990000,1
444,BotB,BotC,2404.990000,1
445,BotC,MomBot2,2401.510000,1
445,BotA,BotC,2405.510000,1
446,BotB,BotB,2406.920000,1
446,BotC,BotC,2406.920000,1
447,BotB,BotB,2406.090000,1
448,MomBot1,BotA,2407.090000,1
448,MomBot2,BotB,2407.090000,1
451,MomBot1,BotC,2411.560000,1
454,BotA,RSIBot1,2410.040000,1
455,BotB,RSIBot1,2409.390000,1
456,BotA,RSIBot1,2418.860000,1
456,BotC,BotB,2422.860000,1
457,MomBot1,RSIBot1,2415.900000,1
457,BotA,BotB,2419.900000,1
458,BotB,RSIBot1,2415.290000,1
459,BotB,RSIBot1,2416.510000,1
460,RSIBot1,MomBot1,2416.960000,1
460,RSIBot1,RSIBot1,2416.960000,1
461,BotB,RSIBot1,2426.410000,1
461,MomBot1,BotC,2430.410000,1
462,RSIBot1,RSIBot1,2433.440000,1
463,BotA,RSIBot1,2432.390000,1
464,MomBot1,RSIBot1,2432.390000,1
465,MomBot2,RSIBot1,2431.900000,1
465,MomBot1,BotA,2435.900000,1
466,MomBot2,MomBot1,2430.070000,1
466,MomBot1,RSIBot1,2430.070000,1
466,MomBot2,BotA,2434.070000,1
466,MomBot1,BotB,2434.070000,1
467,MomBot2,MomBot1,2427.750000,1
467,BotA,RSIBot1,2427.750000,1
468,BotC,MomBot1,2426.310000,1
468,RSIBot1,RSIBot1,2426.310000,1
468,MomBot1,BotA,2430.310000,1
468,MomBot2,BotB,2430.310000,1
469,RSIBot1,MomBot1,2424.650000,1
469,BotC,MomBot2,2424.650000,1
470,MomBot2,MomBot1,2425.230000,1
470,MomBot1,MomBot2,2425.230000,1
471,BotA,MomBot1,2423.430000,1
471,BotA,MomBot2,2423.430000,1
472,BotC,MomBot1,2425.980000,1
472,BotC,MomBot2,2425.980000,1
472,MomBot1,BotA,2429.980000,1
472,MomBot2,BotB,2429.980000,1
472,BotC,BotC,2429.980000,1
473,MomBot1,MomBot2,2424.000000,1
473,MomBot2,BotB,2428.000000,1
474,BotA,MomBot1,2423.550000,1
474,BotC,MomBot2,2423.550000,1
474,RSIBot1,BotB,2427.550000,1
475,MomBot1,MomBot1,2419.110000,1
475,MomBot2,MomBot2,2419.110000,1
476,BotA,MomBot1,2416.140000,1
476,RSIBot1,MomBot2,2416.140000,1
476,MomBot1,BotA,2420.140000,1
476,MomBot2,BotC,2420.140000,1
477,BotA,MomBot1,2415.630000,1
477,BotB,MomBot2,2415.630000,1
478,BotC,MomBot1,2411.710000,1
478,RSIBot1,MomBot2,2411.710000,1
479,BotC,MomBot1,2412.730000,1
479,BotA,MomBot2,2412.730000,1
480,MomBot2,MomBot1,2412.220000,1
480,MomBot2,MomBot2,2412.220000,1
480,BotB,BotB,2416.220000,1
481,MomBot2,MomBot1,2414.050000,1
481,BotB,MomBot2,2414.050000,1
482,BotB,MomBot2,2416.670000,1
482,MomBot1,BotB,2420.670000,1
483,MomBot2,MomBot2,2416.290000,1
484,MomBot2,MomBot2,2413.360000,1
484,MomBot1,BotB,2417.360000,1
485,MomBot2,MomBot1,2412.790000,1
485,RSIBot1,BotA,2416.790000,1
486,RSIBot1,MomBot1,2412.210000,1
487,BotA,MomBot1,2412.900000,1
488,BotB,MomBot1,2412.040000,1
488,BotC,MomBot2,2412.040000,1
489,RSIBot1,MomBot2,2413.500000,1
489,MomBot1,BotA,2417.500000,1
490,MomBot2,MomBot2,2413.210000,1
490,RSIBot1,BotB,2417.210000,1
491,BotA,MomBot2,2416.990000,1
492,BotB,BotB,2420.560000,1
495,BotC,MomBot1,2413.570000,1
495,BotA,BotC,2417.570000,1
496,BotC,MomBot1,2413.070000,1
497,BotA,MomBot1,2407.540000,1
497,BotB,MomBot2,2407.540000,1
